Date,open,high,low,close,adj_close,volume,Value_USD,CPI_USD,real_close
2020-01-02 00:00:00+00:00,13913.0302734375,14003.3896484375,13913.0302734375,14002.490234375,14002.490234375,3459930000.0,14002.490234375,257.971,16592.699343090222
2020-01-03 00:00:00+00:00,13877.48046875,13950.740234375,13870.740234375,13917.0498046875,13917.0498046875,3484700000.0,13917.0498046875,257.971,16491.45396903034
2020-01-06 00:00:00+00:00,13856.7197265625,13943.2998046875,13852.73046875,13941.7998046875,13941.7998046875,3702460000.0,13941.7998046875,257.971,16520.78227434373
2020-01-07 00:00:00+00:00,13911.1904296875,13923.509765625,13880.5302734375,13898.4501953125,13898.4501953125,3435910000.0,13898.4501953125,257.971,16469.413766102673
2020-01-08 00:00:00+00:00,13897.009765625,13986.6904296875,13896.58984375,13934.4404296875,13934.4404296875,3726840000.0,13934.4404296875,257.971,16512.06154719562
2020-01-09 00:00:00+00:00,13974.0703125,14004.419921875,13960.169921875,13997.650390625,13997.650390625,3641230000.0,13997.650390625,257.971,16586.9642152046
2020-01-10 00:00:00+00:00,14018.1201171875,14021.650390625,13941.51953125,13957.9697265625,13957.9697265625,3214580000.0,13957.9697265625,257.971,16539.94334123842
2020-01-13 00:00:00+00:00,13980.4697265625,14042.650390625,13963.8701171875,14042.650390625,14042.650390625,3459390000.0,14042.650390625,257.971,16640.28840668349
2020-01-14 00:00:00+00:00,14024.23046875,14068.580078125,14005.6298828125,14037.1298828125,14037.1298828125,3687620000.0,14037.1298828125,257.971,16633.74670411339
2020-01-15 00:00:00+00:00,14022.2998046875,14089.9404296875,14021.1796875,14053.23046875,14053.23046875,3721490000.0,14053.23046875,257.971,16652.82560916791
2020-01-16 00:00:00+00:00,14103.5302734375,14142.3095703125,14094.8798828125,14141.7802734375,14141.7802734375,3540580000.0,14141.7802734375,257.971,16757.75553673623
2020-01-17 00:00:00+00:00,14168.1396484375,14183.259765625,14156.400390625,14183.2001953125,14183.2001953125,3726220000.0,14183.2001953125,257.971,16806.837399960743
2020-01-21 00:00:00+00:00,14126.1201171875,14153.01953125,14102.3896484375,14109.98046875,14109.98046875,4104840000.0,14109.98046875,257.971,16720.07333953295
2020-01-22 00:00:00+00:00,14147.8896484375,14168.2001953125,14104.0595703125,14110.240234375,14110.240234375,3623780000.0,14110.240234375,257.971,16720.381157131334
2020-01-23 00:00:00+00:00,14064.2802734375,14109.58984375,14003.2802734375,14102.0400390625,14102.0400390625,3766710000.0,14102.0400390625,257.971,16710.664073020045
2020-01-24 00:00:00+00:00,14120.01953125,14120.01953125,13920.5703125,13978.4697265625,13978.4697265625,3708780000.0,13978.4697265625,257.971,16564.235472912136
2020-01-27 00:00:00+00:00,13746.6298828125,13826.4296875,13742.009765625,13769.599609375,13769.599609375,3831050000.0,13769.599609375,257.971,16316.728136842716
2020-01-28 00:00:00+00:00,13812.650390625,13913.58984375,13798.33984375,13877.6103515625,13877.6103515625,3531570000.0,13877.6103515625,257.971,16444.718925691228
