Date,open,high,low,close,adj_close,volume,Value_USD,CPI_USD,real_close
2008-08-01 00:00:00+00:00,4331.60009765625,4422.9501953125,4235.7001953125,4413.5498046875,4413.5498046875,0.0,4413.5498046875,219.086,6158.232170676019
2008-08-04 00:00:00+00:00,4426.10009765625,4436.14990234375,4362.89990234375,4395.35009765625,4395.35009765625,0.0,4395.35009765625,219.086,6132.838094185098
2008-08-05 00:00:00+00:00,4395.7998046875,4515.14990234375,4376.0,4502.85009765625,4502.85009765625,0.0,4502.85009765625,219.086,6282.832993448402
2008-08-06 00:00:00+00:00,4506.25,4615.89990234375,4503.89990234375,4517.5498046875,4517.5498046875,0.0,4517.5498046875,219.086,6303.343515079587
2008-08-07 00:00:00+00:00,4515.25,4580.14990234375,4493.7001953125,4523.85009765625,4523.85009765625,0.0,4523.85009765625,219.086,6312.134322606815
2008-08-08 00:00:00+00:00,4518.35009765625,4546.35009765625,4464.0,4529.5,4529.5,0.0,4529.5,219.086,6320.017639191915
2008-08-11 00:00:00+00:00,4529.35009765625,4625.2001953125,4529.35009765625,4620.39990234375,4620.39990234375,0.0,4620.39990234375,219.086,6446.850399146286
2008-08-12 00:00:00+00:00,4620.9501953125,4649.85009765625,4525.75,4552.25,4552.25,0.0,4552.25,219.086,6351.760745780195
2008-08-13 00:00:00+00:00,4548.0498046875,4572.64990234375,4497.25,4529.0498046875,4529.0498046875,0.0,4529.0498046875,219.086,6319.389481047289
2008-08-14 00:00:00+00:00,4524.2001953125,4529.7998046875,4421.25,4430.7001953125,4430.7001953125,0.0,4430.7001953125,219.086,6182.162134528328
2008-08-18 00:00:00+00:00,4430.7001953125,4447.39990234375,4379.85009765625,4393.0498046875,4393.0498046875,0.0,4393.0498046875,219.086,6129.628492211855
2008-08-19 00:00:00+00:00,4393.10009765625,4393.7001953125,4316.5498046875,4368.25,4368.25,0.0,4368.25,219.086,6095.0252902969605
2008-08-20 00:00:00+00:00,4365.4501953125,4434.89990234375,4365.4501953125,4415.75,4415.75,0.0,4415.75,219.086,6161.302106250512
2008-08-21 00:00:00+00:00,4416.2001953125,4418.5498046875,4271.2998046875,4283.85009765625,4283.85009765625,0.0,4283.85009765625,219.086,5977.261989367812
2008-08-22 00:00:00+00:00,4283.85009765625,4337.0,4248.0,4327.4501953125,4327.4501953125,0.0,4327.4501953125,219.086,6038.097266166133
2008-08-25 00:00:00+00:00,4317.9501953125,4398.7998046875,4317.9501953125,4335.35009765625,4335.35009765625,0.0,4335.35009765625,219.086,6049.120010875348
2008-08-26 00:00:00+00:00,4335.2001953125,4345.0498046875,4283.2998046875,4337.5,4337.5,0.0,4337.5,219.086,6052.119772600713
2008-08-27 00:00:00+00:00,4336.85009765625,4364.25,4282.64990234375,4292.10009765625,4292.10009765625,0.0,4292.10009765625,219.086,5988.773225822903
2008-08-28 00:00:00+00:00,4290.75,4304.5,4201.85009765625,4214.0,4214.0,0.0,4214.0,219.086,5879.800051121477
2008-08-29 00:00:00+00:00,4230.60009765625,4368.7998046875,4230.60009765625,4360.0,4360.0,0.0,4360.0,219.086,6083.514053841869
2008-09-01 00:00:00+00:00,4356.10009765625,4365.0,4281.35009765625,4348.64990234375,4348.64990234375,0.0,4348.64990234375,218.783,6076.080578917756
2008-09-02 00:00:00+00:00,4358.85009765625,4522.39990234375,4343.10009765625,4504.0,4504.0,0.0,4504.0,218.783,6293.140984445775
2008-09-04 00:00:00+00:00,4512.9501953125,4514.60009765625,4419.4501953125,4447.75,4447.75,0.0,4447.75,218.783,6214.5465838296395
2008-09-05 00:00:00+00:00,4444.7001953125,4444.7001953125,4328.89990234375,4352.2998046875,4352.2998046875,0.0,4352.2998046875,218.783,6081.180345798012
2008-09-08 00:00:00+00:00,4358.2998046875,4558.0,4358.2998046875,4482.2998046875,4482.2998046875,0.0,4482.2998046875,218.783,6262.820738333082
2008-09-09 00:00:00+00:00,4485.14990234375,4497.5,4418.9501953125,4468.7001953125,4468.7001953125,0.0,4468.7001953125,218.783,6243.818904600785
2008-09-10 00:00:00+00:00,4467.5,4467.5,4382.35009765625,4400.25,4400.25,0.0,4400.25,218.783,6148.177978864903
2008-09-11 00:00:00+00:00,4397.25,4399.2998046875,4272.75,4290.2998046875,4290.2998046875,0.0,4290.2998046875,218.783,5994.551850896672
