Date,open,high,low,close,adj_close,volume,Value_USD,CPI_USD,real_close
2020-01-02 00:00:00+00:00,41340.26953125,41649.2890625,41328.44921875,41626.640625,41626.640625,5300.0,41626.640625,257.971,49326.821229118286
2020-01-03 00:00:00+00:00,41634.51171875,41636.1796875,41348.6796875,41464.609375,41464.609375,8900.0,41464.609375,257.971,49134.81710910576
2020-01-06 00:00:00+00:00,41378.33984375,41378.33984375,40613.9609375,40676.62890625,40676.62890625,8700.0,40676.62890625,257.971,48201.074411389134
2020-01-07 00:00:00+00:00,40983.0390625,41230.140625,40727.37109375,40869.46875,40869.46875,11900.0,40869.46875,257.971,48429.58616145322
2020-01-08 00:00:00+00:00,40574.828125,40866.359375,40476.55078125,40817.73828125,40817.73828125,18200.0,40817.73828125,257.971,48368.28648543283
2020-01-09 00:00:00+00:00,41216.671875,41482.12109375,41175.71875,41452.3515625,41452.3515625,7800.0,41452.3515625,257.971,49120.29182153104
2020-01-10 00:00:00+00:00,41568.19921875,41775.109375,41447.80078125,41599.71875,41599.71875,13200.0,41599.71875,257.971,49294.91929095227
2020-01-13 00:00:00+00:00,41788.2109375,41899.62890625,41720.76171875,41859.69140625,41859.69140625,10600.0,41859.69140625,257.971,49602.98221764449
2020-01-14 00:00:00+00:00,41883.08984375,41994.26171875,41770.8984375,41952.62890625,41952.62890625,14100.0,41952.62890625,257.971,49713.1114853238
2020-01-15 00:00:00+00:00,41969.859375,41969.859375,41648.109375,41872.73046875,41872.73046875,6100.0,41872.73046875,257.971,49618.43327243238
2020-01-16 00:00:00+00:00,41924.73828125,42059.44921875,41812.28125,41932.55859375,41932.55859375,6600.0,41932.55859375,257.971,49689.32852561733
2020-01-17 00:00:00+00:00,41929.01953125,42063.9296875,41850.2890625,41945.37109375,41945.37109375,9500.0,41945.37109375,257.971,49704.51110791341
2020-01-20 00:00:00+00:00,42263.0,42273.87109375,41503.37109375,41528.91015625,41528.91015625,7500.0,41528.91015625,257.971,49211.012379586144
2020-01-21 00:00:00+00:00,41487.5703125,41532.58984375,41294.30078125,41323.80859375,41323.80859375,8900.0,41323.80859375,257.971,48967.970713111274
2020-01-22 00:00:00+00:00,41467.12890625,41532.2890625,41059.0390625,41115.37890625,41115.37890625,7700.0,41115.37890625,257.971,48720.98527830828
2020-01-23 00:00:00+00:00,41191.5,41413.9609375,41098.91015625,41386.3984375,41386.3984375,9900.0,41386.3984375,257.971,49042.1385533948
2020-01-24 00:00:00+00:00,41377.0390625,41697.03125,41275.6015625,41613.19140625,41613.19140625,6600.0,41613.19140625,257.971,49310.884146543474
2020-01-27 00:00:00+00:00,41510.6796875,41516.26953125,41122.48046875,41155.12109375,41155.12109375,7000.0,41155.12109375,257.971,48768.079056442504
2020-01-28 00:00:00+00:00,41299.6796875,41333.25,40869.75,40966.859375,40966.859375,9800.0,40966.859375,257.971,48544.99230224763
2020-01-29 00:00:00+00:00,41131.5703125,41334.859375,41108.19140625,41198.66015625,41198.66015625,7800.0,41198.66015625,257.971,48819.672063232756
2020-01-30 00:00:00+00:00,41380.140625,41380.140625,40829.91015625,40913.8203125,40913.8203125,6700.0,40913.8203125,257.971,48482.141966145165
2020-01-31 00:00:00+00:00,41146.55859375,41154.48828125,40671.01171875,40723.48828125,40723.48828125,11500.0,40723.48828125,257.971,48256.60192883538
2020-02-03 00:00:00+00:00,39701.01953125,40014.8984375,39563.0703125,39872.30859375,39872.30859375,10600.0,39872.30859375,258.678,47118.83456007867
2020-02-04 00:00:00+00:00,40178.73828125,40818.94140625,40117.4609375,40789.37890625,40789.37890625,15300.0,40789.37890625,258.678,48202.57628105393
2020-02-05 00:00:00+00:00,40921.7109375,41177.0,40703.3203125,41142.66015625,41142.66015625,13900.0,41142.66015625,258.678,48620.06404032897
2020-02-06 00:00:00+00:00,41209.12890625,41405.4296875,41113.109375,41306.03125,41306.03125,15000.0,41306.03125,258.678,48813.12673997692
2020-02-07 00:00:00+00:00,41394.41015625,41394.41015625,41073.359375,41141.8515625,41141.8515625,15300.0,41141.8515625,258.678,48619.10849006173
2020-02-10 00:00:00+00:00,41166.71875,41172.05859375,40798.98046875,40979.62109375,40979.62109375,15200.0,40979.62109375,258.678,48427.39371639463
2020-02-11 00:00:00+00:00,41183.390625,41444.33984375,41179.140625,41216.140625,41216.140625,7700.0,41216.140625,258.678,48706.899093842054
2020-02-12 00:00:00+00:00,41330.8515625,41671.859375,41330.8515625,41565.8984375,41565.8984375,9600.0,41565.8984375,258.678,49120.22305436803
2020-02-13 00:00:00+00:00,41707.2109375,41709.30078125,41338.30859375,41459.7890625,41459.7890625,9100.0,41459.7890625,258.678,48994.8290086698
2020-02-14 00:00:00+00:00,41510.19140625,41702.359375,41183.12890625,41257.73828125,41257.73828125,9800.0,41257.73828125,258.678,48756.05684647938
2020-02-17 00:00:00+00:00,41324.0390625,41420.33984375,41030.578125,41055.69140625,41055.69140625,6900.0,41055.69140625,258.678,48517.28930047383
2020-02-18 00:00:00+00:00,41042.4609375,41042.4609375,40610.94921875,40894.37890625,40894.37890625,12300.0,40894.37890625,258.678,48326.65933025023
2020-02-19 00:00:00+00:00,41121.51171875,41357.16015625,41048.9296875,41323.0,41323.0,5600.0,41323.0,258.678,48833.179447034534
2020-02-20 00:00:00+00:00,41334.9609375,41399.9296875,41134.30859375,41170.12109375,41170.12109375,8400.0,41170.12109375,258.678,48652.51581993649
2020-02-24 00:00:00+00:00,41037.01171875,41037.01171875,40306.359375,40363.23046875,40363.23046875,8100.0,40363.23046875,258.678,47698.97820928976
2020-02-25 00:00:00+00:00,40497.71875,40536.0,40220.58984375,40281.19921875,40281.19921875,7300.0,40281.19921875,258.678,47602.03832710515
2020-02-26 00:00:00+00:00,40194.890625,40255.390625,39760.390625,39888.9609375,39888.9609375,9000.0,39888.9609375,258.678,47138.51335616215
2020-02-27 00:00:00+00:00,39947.80078125,39947.80078125,39423.26953125,39745.66015625,39745.66015625,9600.0,39745.66015625,258.678,46969.168614355374
2020-02-28 00:00:00+00:00,39087.46875,39087.46875,38219.96875,38297.2890625,38297.2890625,12700.0,38297.2890625,258.678,45257.56574120987
2020-03-02 00:00:00+00:00,38910.94921875,39083.171875,37785.98828125,38144.01953125,38144.01953125,13400.0,38144.01953125,258.115,45174.761151143255
2020-03-03 00:00:00+00:00,38480.890625,38754.23828125,38142.30078125,38623.69921875,38623.69921875,10600.0,38623.69921875,258.115,45742.85585060498
2020-03-04 00:00:00+00:00,38715.71875,38791.69921875,37846.1015625,38409.48046875,38409.48046875,15300.0,38409.48046875,258.115,45489.152098764716
2020-03-05 00:00:00+00:00,38604.25,38887.80078125,38386.6796875,38470.609375,38470.609375,13500.0,38470.609375,258.115,45561.54834261133
2020-03-06 00:00:00+00:00,37613.9609375,37747.0703125,37011.08984375,37576.62109375,37576.62109375,19000.0,37576.62109375,258.115,44502.77929903155
2020-03-09 00:00:00+00:00,36950.19921875,36950.19921875,35109.1796875,35634.94921875,35634.94921875,18800.0,35634.94921875,258.115,42203.216634557866
2020-03-11 00:00:00+00:00,35468.8984375,36021.51171875,35261.921875,35697.3984375,35697.3984375,27900.0,35697.3984375,258.115,42277.1765521485
2020-03-12 00:00:00+00:00,34472.5,34472.5,32493.099609375,32778.140625,32778.140625,25200.0,32778.140625,258.115,38819.83838907802
2020-03-13 00:00:00+00:00,31214.130859375,34769.48046875,29388.970703125,34103.48046875,34103.48046875,32600.0,34103.48046875,258.115,40389.466121584
2020-03-16 00:00:00+00:00,33103.23828125,33103.23828125,31276.30078125,31390.0703125,31390.0703125,18100.0,31390.0703125,258.115,37175.91764871641
2020-03-17 00:00:00+00:00,31611.5703125,32047.98046875,30394.939453125,30579.08984375,30579.08984375,21500.0,30579.08984375,258.115,36215.456495847895
2020-03-18 00:00:00+00:00,30968.83984375,31101.76953125,28613.05078125,28869.509765625,28869.509765625,31300.0,28869.509765625,258.115,34190.765006929745
2020-03-19 00:00:00+00:00,27773.359375,29370.529296875,26714.4609375,28288.23046875,28288.23046875,33200.0,28288.23046875,258.115,33502.343762364275
2020-03-20 00:00:00+00:00,28460.8203125,30418.19921875,27932.669921875,29915.9609375,29915.9609375,32100.0,29915.9609375,258.115,35430.09904478744
2020-03-23 00:00:00+00:00,27608.80078125,27900.830078125,25880.830078125,25981.240234375,25981.240234375,21800.0,25981.240234375,258.115,30770.126914306904
2020-03-24 00:00:00+00:00,27056.23046875,27462.869140625,25638.900390625,26674.029296875,26674.029296875,24700.0,26674.029296875,258.115,31590.611509563623
2020-03-25 00:00:00+00:00,26499.810546875,28790.189453125,26359.91015625,28535.779296875,28535.779296875,141500.0,28535.779296875,258.115,33795.521023733665
2020-03-26 00:00:00+00:00,29073.7109375,30099.91015625,28566.33984375,29946.76953125,29946.76953125,35000.0,29946.76953125,258.115,35466.58630756578
2020-03-27 00:00:00+00:00,30747.810546875,31126.029296875,29346.990234375,29815.58984375,29815.58984375,116900.0,29815.58984375,258.115,35311.22745646622
2020-03-30 00:00:00+00:00,29226.55078125,29497.5703125,28290.990234375,28440.3203125,28440.3203125,23200.0,28440.3203125,258.115,33682.46694941571
2020-03-31 00:00:00+00:00,29294.939453125,29770.880859375,28667.359375,29468.490234375,29468.490234375,26400.0,29468.490234375,258.115,34900.15012004853
2020-04-01 00:00:00+00:00,29505.330078125,29505.98046875,28073.4296875,28265.310546875,28265.310546875,18000.0,28265.310546875,256.389,33700.5528567324
2020-04-03 00:00:00+00:00,28623.529296875,28639.119140625,27500.7890625,27590.94921875,27590.94921875,18900.0,27590.94921875,256.389,32896.51606593459
2020-04-07 00:00:00+00:00,28898.359375,30157.650390625,28602.310546875,30067.2109375,30067.2109375,21900.0,30067.2109375,256.389,35848.947414652386
2020-04-08 00:00:00+00:00,29701.919921875,31227.970703125,29602.939453125,29893.9609375,29893.9609375,24700.0,29893.9609375,256.389,35642.38252399795
2020-04-09 00:00:00+00:00,30571.189453125,31225.19921875,30420.220703125,31159.619140625,31159.619140625,18800.0,31159.619140625,256.389,37151.418878020486
2020-04-13 00:00:00+00:00,31195.720703125,31195.720703125,30474.150390625,30690.01953125,30690.01953125,16100.0,30690.01953125,256.389,36591.51820291566
2020-04-15 00:00:00+00:00,31277.109375,31568.359375,30222.0703125,30379.810546875,30379.810546875,23600.0,30379.810546875,256.389,36221.65797239649
2020-04-16 00:00:00+00:00,30095.509765625,30800.19921875,30016.169921875,30602.609375,30602.609375,16900.0,30602.609375,256.389,36487.29962070574
2020-04-17 00:00:00+00:00,31656.6796875,31718.73046875,30960.939453125,31588.720703125,31588.720703125,22200.0,31588.720703125,256.389,37663.03398530741
2020-04-20 00:00:00+00:00,32056.189453125,32056.470703125,31490.259765625,31648.0,31648.0,17200.0,31648.0,256.389,37733.712319951315
2020-04-21 00:00:00+00:00,30836.189453125,30900.119140625,30378.259765625,30636.7109375,30636.7109375,19700.0,30636.7109375,256.389,36527.95870023796
