Date,adj_close,close,high,low,open,volume,Value_USD,CPI_USD,real_close
2020-01-02 00:00:00+00:00,41.22999954223633,41.22999954223633,41.27999877929688,38.5,38.5,9283000.0,41.22999954223633,257.971,50.997014059471226
2020-01-03 00:00:00+00:00,40.88999938964844,40.88999938964844,41.650001525878906,39.68999862670898,40.0,4870000.0,40.88999938964844,257.971,50.57647094149266
2020-01-06 00:00:00+00:00,40.09000015258789,40.09000015258789,40.7400016784668,39.61000061035156,40.54999923706055,4245400.0,40.09000015258789,257.971,49.58695911047385
2020-01-07 00:00:00+00:00,41.209999084472656,41.209999084472656,41.61000061035156,39.810001373291016,40.709999084472656,4806300.0,41.209999084472656,257.971,50.972275673900185
2020-01-08 00:00:00+00:00,40.5,40.5,41.130001068115234,40.060001373291016,40.630001068115234,5281500.0,40.5,257.971,50.09408421876878
2020-01-09 00:00:00+00:00,39.65999984741211,39.65999984741211,41.84999847412109,39.59999847412109,41.13999938964844,5636500.0,39.65999984741211,257.971,49.05509561660788
2020-01-10 00:00:00+00:00,38.41999816894531,38.41999816894531,40.25,37.810001373291016,40.25,10206500.0,38.41999816894531,257.971,47.521348739755275
2020-01-13 00:00:00+00:00,39.34999847412109,39.34999847412109,39.65999984741211,38.75,39.0099983215332,5539900.0,39.34999847412109,257.971,48.67165771780357
2020-01-14 00:00:00+00:00,38.02000045776367,38.02000045776367,39.369998931884766,37.68000030517578,39.369998931884766,10481200.0,38.02000045776367,257.971,47.02659518342817
2020-01-15 00:00:00+00:00,38.66999816894531,38.66999816894531,39.13999938964844,37.88999938964844,37.93999862670898,6682700.0,38.66999816894531,257.971,47.83057148184644
2020-01-16 00:00:00+00:00,39.5099983215332,39.5099983215332,40.27000045776367,38.970001220703125,39.09999847412109,6198700.0,39.5099983215332,257.971,48.86956008400734
2020-01-17 00:00:00+00:00,39.43000030517578,39.43000030517578,40.459999084472656,39.18999862670898,39.84000015258789,4863900.0,39.43000030517578,257.971,48.770611260087755
2020-01-21 00:00:00+00:00,39.34000015258789,39.34000015258789,39.63999938964844,38.290000915527344,38.58000183105469,4992200.0,39.34000015258789,257.971,48.65929088420035
2020-01-22 00:00:00+00:00,38.790000915527344,38.790000915527344,40.7400016784668,38.66999816894531,39.95000076293945,4776900.0,38.790000915527344,257.971,47.97900179527271
2020-01-23 00:00:00+00:00,38.369998931884766,38.369998931884766,38.650001525878906,37.63999938964844,38.25,5169400.0,38.369998931884766,257.971,47.45950513500996
2020-01-24 00:00:00+00:00,37.34000015258789,37.34000015258789,38.9900016784668,36.58000183105469,38.5,5301900.0,37.34000015258789,257.971,46.185508947471035
2020-01-27 00:00:00+00:00,36.59000015258789,36.59000015258789,37.040000915527344,35.29999923706055,35.5099983215332,7780100.0,36.59000015258789,257.971,45.25784072119754
