Date,real_close,close,adj_close,open,high,low,volume,Return,__variable,__zscore,__ticker
2009-08-06,2.391998877552238,1.618000030517578,1.1500736474990845,1.649999976158142,1.690999984741211,1.555999994277954,241978000.0,,volume,9.590621123255941,AVGO
2010-01-28,2.6093549206823,1.7719999551773071,1.2595373392105105,1.7549999952316284,1.77400004863739,1.725000023841858,144576000.0,,volume,5.270235806541036,AVGO
2010-04-14,3.1540977706011715,2.1549999713897705,1.5317732095718384,2.062999963760376,2.1559998989105225,2.049999952316284,4783000.0,0.0694788383111542,Return,3.0206207521024213,AVGO
2010-05-10,3.033193219604001,2.0739998817443848,1.4741982221603394,2.0,2.0910000801086426,2.0,8944000.0,0.07516840861161933,Return,3.2728372452259227,AVGO
2010-06-25,3.1430233190439933,2.1470000743865967,1.5260871648788452,2.1440000534057617,2.2070000171661377,2.11299991607666,95883000.0,,volume,3.1103979980073415,AVGO
2010-08-11,2.956790678517904,2.0230000019073486,1.4379476308822632,2.053999900817871,2.075000047683716,1.9279999732971191,23300000.0,-0.09282511901149748,Return,-4.17425210721335,AVGO
2010-12-07,3.6191326334877862,2.486000061035156,1.7670475244522097,2.4760000705718994,2.5290000438690186,2.447999954223633,117381000.0,-0.07411541377478714,Return,-3.344857971457314,AVGO
2010-12-07,3.6191326334877862,2.486000061035156,1.7670475244522097,2.4760000705718994,2.5290000438690186,2.447999954223633,117381000.0,,volume,4.0639681869022,AVGO
2011-01-18,4.020708919731503,2.775000095367432,1.9777134656906128,2.765000104904175,2.7890000343322754,2.7230000495910645,100182000.0,,volume,3.3010854220495314,AVGO
2011-02-24,4.899216193686658,3.3980000019073486,2.4217188358306885,3.184999942779541,3.4119999408721924,3.16599988937378,35331000.0,0.08423737513169516,Return,3.67486109081598,AVGO
2011-03-01,4.579181621793847,3.2070000171661377,2.285594940185547,3.2249999046325684,3.246999979019165,3.184000015258789,101318000.0,,volume,3.3514740970232295,AVGO
2011-05-23,4.522931386900667,3.203000068664551,2.288637161254883,3.3919999599456787,3.3929998874664307,3.177999973297119,24924000.0,-0.06862455076398988,Return,-3.1014500971066585,AVGO
2011-05-25,4.871718128617902,3.450000047683716,2.46512508392334,3.2799999713897705,3.4679999351501465,3.260999917984009,67195000.0,0.08798487654789766,Return,3.840986407009486,AVGO
2011-05-31,4.771459442954557,3.378999948501587,2.414393901824951,3.385999917984009,3.407000064849853,3.3469998836517334,107163000.0,,volume,3.610736249506737,AVGO
2011-06-24,5.021128993214727,3.552000045776367,2.544701099395752,3.578000068664551,3.5829999446868896,3.5,102656000.0,,volume,3.410822730046828,AVGO
2011-07-27,4.749748759401798,3.36299991607666,2.4092984199523926,3.6449999809265137,3.6649999618530273,3.3429999351501465,40519000.0,-0.08265138637221203,Return,-3.72325439864353,AVGO
2011-08-08,3.829632038914266,2.719000101089477,1.9479271173477173,2.861000061035156,2.900000095367432,2.6419999599456787,43697000.0,-0.0732787706377529,Return,-3.3077698985669284,AVGO
2011-08-09,4.173298836286915,2.963000059127808,2.1227328777313232,2.7720000743865967,2.969000101089477,2.743000030517578,42112000.0,0.08973885581709351,Return,3.9187396426539656,AVGO
2011-08-18,4.029634825201261,2.861000061035156,2.0496585369110107,2.9809999465942383,2.990000009536743,2.828000068664551,23055000.0,-0.06807813574995036,Return,-3.077227726812753,AVGO
2011-08-24,4.545135021260233,3.226999998092652,2.311866283416748,3.20199990272522,3.345999956130981,3.138000011444092,69346000.0,0.10287076817224561,Return,4.500872335864712,AVGO
2011-09-28,4.6423128478385385,3.3010001182556152,2.3720176219940186,3.302000045776367,3.358999967575073,3.2890000343322754,106504000.0,,volume,3.581505495274636,AVGO
2012-01-18,4.777818917966237,3.3940000534057617,2.449081420898437,3.299999952316284,3.5,3.2780001163482666,44274000.0,0.07235390025681387,Return,3.148071157520179,AVGO
2012-04-25,4.851028125164916,3.497999906539917,2.5329997539520264,3.453000068664551,3.5269999504089355,3.41599988937378,40196000.0,0.07037944522446038,Return,3.0605443149307594,AVGO
2012-05-23,4.6540167673624415,3.351999998092652,2.4272775650024414,3.1689999103546143,3.358999967575073,3.150000095367432,47735000.0,0.07195391682371288,Return,3.130340043661548,AVGO
2012-12-14,4.327600377044641,3.114000082015991,2.286478281021118,3.315999984741211,3.32699990272522,3.049999952316284,98714000.0,-0.07596433597522811,Return,-3.426819991227996,AVGO
2012-12-14,4.327600377044641,3.114000082015991,2.286478281021118,3.315999984741211,3.32699990272522,3.049999952316284,98714000.0,,volume,3.2359704793898585,AVGO
2013-05-30,5.180485284905969,3.7820000648498535,2.791724920272827,3.619999885559082,3.822999954223633,3.609999895095825,82607000.0,0.09846063867232346,Return,4.305372968082943,AVGO
2013-12-05,6.515845088409489,4.758999824523926,3.5543432235717773,4.552999973297119,4.76800012588501,4.50600004196167,45947000.0,0.0694382086523766,Return,3.0188196547413684,AVGO
2013-12-16,6.859505481817445,5.010000228881836,3.7418062686920166,4.9710001945495605,5.054999828338623,4.835999965667725,121534000.0,,volume,4.248179601660799,AVGO
2013-12-16,6.859505481817445,5.010000228881836,3.7418062686920166,4.9710001945495605,5.054999828338623,4.835999965667725,121534000.0,0.09748086880251416,Return,4.261940141422699,AVGO
2013-12-17,7.333235392381785,5.355999946594238,4.000222682952881,5.034999847412109,5.453999996185303,5.03000020980835,87230000.0,0.06906181674758627,Return,3.002134344383479,AVGO
2014-05-06,9.031938855522768,6.734000205993652,5.074601173400879,6.793000221252441,6.808000087738037,6.625,127802000.0,,volume,4.526204438575534,AVGO
2014-05-07,8.96085294766404,6.681000232696533,5.034661293029785,6.775000095367432,6.861000061035156,6.635000228881836,560280000.0,,volume,23.70929719850068,AVGO
2014-08-29,11.012495253975924,8.208999633789062,6.211542129516602,8.182000160217285,8.479999542236328,7.650000095367432,62934000.0,0.07503921760740528,Return,3.267110257016759,AVGO
2014-10-10,9.589944118573452,7.136000156402588,5.419357299804688,7.775000095367432,7.777999877929687,6.875,105981000.0,,volume,3.5583071880464283,AVGO
2014-10-10,9.589944118573452,7.136000156402588,5.419357299804688,7.775000095367432,7.777999877929687,6.875,105981000.0,-0.11464022519964767,Return,-5.141307489135994,AVGO
2014-12-04,14.00600576257794,10.307000160217283,7.827538967132568,10.154999732971191,10.378000259399414,9.951000213623049,61855000.0,0.08346480231833198,Return,3.6406132310693327,AVGO
2015-02-26,17.570295544772378,12.925000190734863,9.851173400878906,12.324000358581545,12.98900032043457,12.30500030517578,89263000.0,0.14705365577705098,Return,6.459482982936395,AVGO
2015-05-27,18.98484586765145,14.14900016784668,10.815917015075684,13.208999633789062,14.482000350952148,13.161999702453612,114248000.0,0.07760853347480334,Return,3.381007054767677,AVGO
2015-05-27,18.98484586765145,14.14900016784668,10.815917015075684,13.208999633789062,14.482000350952148,13.161999702453612,114248000.0,,volume,3.9250001246728026,AVGO
2015-05-28,19.10426395248869,14.23799991607666,10.883950233459473,14.50100040435791,14.54699993133545,13.600000381469728,249123000.0,,volume,9.907546372100196,AVGO
2015-05-29,19.867737117059992,14.807000160217283,11.318914413452148,14.411999702453612,14.923999786376951,14.41100025177002,118244000.0,,volume,4.102247611640141,AVGO
2015-08-26,15.55805234849512,11.619999885559082,8.907770156860352,11.260000228881836,11.673999786376951,11.118000030517578,59354000.0,0.07086905034567303,Return,3.08224832422606,AVGO
2015-08-27,16.9049894300984,12.62600040435791,9.678958892822266,12.050000190734863,12.699999809265137,12.038000106811523,91882000.0,0.0865749164119225,Return,3.778483409039583,AVGO
2015-10-06,15.711406264748875,11.711000442504885,9.00567626953125,12.076000213623049,12.10099983215332,11.152999877929688,115846000.0,,volume,3.9958813769685504,AVGO
2015-11-06,17.433243572127292,12.967000007629396,9.971529960632324,12.324999809265137,12.979000091552734,12.322999954223633,45287000.0,0.07112176316152907,Return,3.0934509874882337,AVGO
2015-12-03,19.53141991835746,14.477999687194824,11.133478164672852,14.486000061035156,14.685999870300291,14.288000106811523,120661000.0,0.09507601515174358,Return,4.15533389134736,AVGO
2015-12-03,19.53141991835746,14.477999687194824,11.133478164672852,14.486000061035156,14.685999870300291,14.288000106811523,120661000.0,,volume,4.20945661464316,AVGO
