Date,real_close,close,adj_close,open,high,low,volume,__variable,__zscore,__ticker
2020-09-30,11.646223297986785,9.5,9.5,10.0,11.40999984741211,9.109999656677246,338584400.0,volume,4.9442715079507,PLTR
