Date,real_close,close,adj_close,open,high,low,volume,Return,__variable,__zscore,__ticker
2008-01-02,46.81134045318783,30.966766357421875,8.722536087036133,31.351964950561523,31.661630630493164,30.77794647216797,26868991.0,,real_close,3.0603209342122026,T
2008-01-03,47.25662112782709,31.261329650878903,8.80550765991211,31.125377655029297,31.51812744140625,30.966766357421875,24634609.0,,real_close,3.1647092017177774,T
2008-01-04,46.6857509816531,30.883686065673828,8.699139595031738,30.989425659179688,31.548337936401367,30.84592056274414,27351457.0,,real_close,3.0308786788053803,T
2008-01-07,47.302289240220645,31.291540145874023,8.814017295837402,31.0120849609375,31.67673683166504,30.95166206359864,35447982.0,,real_close,3.1754152920660177,T
2008-01-08,44.71054096787586,29.57703971862793,8.438965797424316,31.17069435119629,31.608760833740234,28.051359176635746,96360720.0,,volume,3.1848617698746287,T
2008-01-08,44.71054096787586,29.57703971862793,8.438965797424316,31.17069435119629,31.608760833740234,28.051359176635746,96360720.0,-0.05479118059556942,Return,-3.740174625510856,T
2008-02-19,40.858392165368095,27.107250213623047,7.734282493591309,28.88217544555664,28.88217544555664,26.9637451171875,72829930.0,-0.05253432294965987,Return,-3.585930987465778,T
2008-02-20,39.11658975297804,25.95166206359864,7.404564380645752,26.21601104736328,26.46525764465332,24.886707305908203,172969346.0,,volume,7.393091636201172,T
2008-09-15,33.0021746493033,22.628398895263672,6.653040409088135,23.209970474243164,23.50453186035156,22.628398895263672,47788191.0,-0.050095124216349096,Return,-3.419225352654162,T
2008-09-19,33.51989812476035,22.983383178710938,6.757411956787109,23.157100677490234,23.549848556518555,22.092145919799805,58498557.0,0.04642368849589018,Return,3.177297400790254,T
2008-09-29,30.567769401728388,20.95921516418457,6.162280559539795,22.379154205322266,22.65860939025879,20.815710067749023,56064912.0,-0.07499993476231637,Return,-5.1213303083636195,T
2008-10-06,29.8893175869618,20.28700828552246,5.9646430015563965,20.75528717041016,21.0120849609375,19.6374626159668,70641490.0,-0.04480798693869348,Return,-3.05787899568414,T
2008-10-09,25.593980891900085,17.371601104736328,5.214770317077637,18.74622344970703,19.048337936401367,17.009063720703125,79260730.0,-0.06995551110557863,Return,-4.776572074247213,T
2008-10-10,24.948567431389836,16.933534622192383,5.083267688751221,16.72205352783203,18.74622344970703,15.785497665405272,106080204.0,,volume,3.718768001975475,T
2008-10-13,29.010221250642672,19.690332412719727,5.910827159881592,17.575529098510742,19.73564910888672,17.379154205322266,67802437.0,0.16280108388678616,Return,11.1310435680936,T
2008-10-15,27.396686194296656,18.595165252685547,5.582070350646973,19.6374626159668,19.72809791564941,18.55740165710449,63239404.0,-0.07721138855558052,Return,-5.272470846208301,T
2008-10-20,30.03398082353557,20.385196685791016,6.119419574737549,19.39576911926269,20.45317268371582,19.101207733154297,46544161.0,0.06722030201305418,Return,4.5986299929095305,T
2008-10-21,28.631875138260032,19.433534622192383,5.833739757537842,20.2265853881836,20.521148681640625,19.19939613342285,43610044.0,-0.04668397750912867,Return,-3.1860924924665524,T
2008-10-22,26.4619518809204,17.960725784301758,5.391617298126221,18.88217544555664,19.14652633666992,17.371601104736328,63860095.0,-0.07578697681731716,Return,-5.175120245038546,T
2008-10-23,28.108868599444392,19.07855033874512,5.72717809677124,18.021148681640625,19.486404418945312,18.013595581054688,72686144.0,0.06223715944822095,Return,4.258059979780769,T
2008-10-28,30.72390410366338,20.85347366333008,6.259989261627197,18.950151443481445,21.019636154174805,18.821752548217773,67624492.0,0.13202131465203748,Return,9.027417939086654,T
2008-11-03,31.550749841424956,21.00453186035156,6.3053364753723145,20.2945613861084,21.3066463470459,20.279455184936523,34363626.0,0.0591350158415862,Return,4.0460457588161205,T
2008-11-04,33.21848026882161,22.114803314208984,6.638628959655762,21.56344413757324,22.590633392333984,21.47281074523925,52224783.0,0.052858662180097715,Return,3.617091976923786,T
2008-11-05,30.80197268096001,20.50604248046875,6.155694007873535,21.75226593017578,21.827795028686523,20.39274978637696,45010174.0,-0.07274588025418183,Return,-4.967278249157881,T
